countrycode,country,year,rgdpe,emp,hc,rkna
JPN,"Japan",2000,4168137,65.0609283447266,3.34603881835938,14209026
JPN,"Japan",2001,4192286.5,64.7866516113281,3.36086773872375,14644794
JPN,"Japan",2002,4203300.5,64.0379486083984,3.37576270103455,15001111
JPN,"Japan",2003,4263261,64.1198425292969,3.39072346687317,15344156
JPN,"Japan",2004,4345763,64.5412826538086,3.40575051307678,15676058
JPN,"Japan",2005,4362915.5,65.1053237915039,3.42084431648254,16007295
JPN,"Japan",2006,4417873.5,65.4975280761719,3.43600463867188,16334464
JPN,"Japan",2007,4513596,65.8094100952148,3.45123267173767,16639870
JPN,"Japan",2008,4411770,65.5261917114258,3.46652793884277,16880308
JPN,"Japan",2009,4250640,64.5767135620117,3.48189091682434,16995378
JPN,"Japan",2010,4436785,64.352912902832,3.49732208251953,17106916
JPN,"Japan",2011,4383941,64.2486190795898,3.50793290138245,17226012
JPN,"Japan",2012,4451365,64.2526397705078,3.51857590675354,17372840
JPN,"Japan",2013,4497593.5,64.6045913696289,3.52925133705139,17542090
JPN,"Japan",2014,4483260.5,64.9853668212891,3.53995895385742,17726870
KOR,"Republic of Korea",1953,22207.46484375,6.27897787094116,1.8266019821167,45376.80859375
KOR,"Republic of Korea",1954,22688.509765625,6.3372049331665,1.84198462963104,45841.3203125
KOR,"Republic of Korea",1955,24379.439453125,6.39597272872925,1.85749673843384,46554.73828125
KOR,"Republic of Korea",1956,24610.478515625,6.45528411865234,1.80692088603973,46875.90625
KOR,"Republic of Korea",1957,27383.52734375,6.51514720916748,1.75772225856781,48901.34375
KOR,"Republic of Korea",1958,28172.20703125,6.57556438446045,1.70986318588257,50286.421875
KOR,"Republic of Korea",1959,28382.7109375,6.63654232025146,1.64859485626221,50998.171875
KOR,"Republic of Korea",1960,28397.69140625,6.69808530807495,1.58930730819702,51863.875
KOR,"Republic of Korea",1961,29864.546875,6.91634511947632,1.6320868730545,53154.97265625
KOR,"Republic of Korea",1962,30217.107421875,7.14171743392944,1.67601799964905,54716.33203125
KOR,"Republic of Korea",1963,34442.24609375,7.37443256378174,1.71817469596863,59000.1015625
KOR,"Republic of Korea",1964,37244.1171875,7.50606727600098,1.75291919708252,62055.6484375
KOR,"Republic of Korea",1965,39083.5390625,7.90974473953247,1.78836631774902,65257.3046875
KOR,"Republic of Korea",1966,44326.8984375,8.11743354797363,1.8245302438736,72341.0078125
KOR,"Republic of Korea",1967,47004.9609375,8.40897941589355,1.86142551898956,80567.4140625
KOR,"Republic of Korea",1968,52646.68359375,8.8350830078125,1.89906668663025,92594.1171875
KOR,"Republic of Korea",1969,60404.26171875,9.05349826812744,1.9374692440033,109455.09375
KOR,"Republic of Korea",1970,66017.671875,9.37722110748291,1.97664833068848,124233.265625
KOR,"Republic of Korea",1971,76885.7421875,9.70550441741943,2.01497268676758,139459.609375
KOR,"Republic of Korea",1972,88108.140625,10.1480464935303,2.05404019355774,154356.265625
KOR,"Republic of Korea",1973,107797.3515625,10.7372026443481,2.09386515617371,174169.921875
KOR,"Republic of Korea",1974,122441.3125,11.2234125137329,2.13446235656738,196872.8125
KOR,"Republic of Korea",1975,139583.84375,11.5028085708618,2.17584657669067,221349.75
KOR,"Republic of Korea",1976,159267.4375,12.2149648666382,2.21803307533264,253588.578125
KOR,"Republic of Korea",1977,175053.484375,12.5996904373169,2.26103758811951,297640
KOR,"Republic of Korea",1978,192629.671875,13.1718616485596,2.30487585067749,358220.875
KOR,"Republic of Korea",1979,201371.6875,13.3684940338135,2.34956431388855,420822
KOR,"Republic of Korea",1980,182709.46875,13.4414863586426,2.39511895179749,469439.84375
KOR,"Republic of Korea",1981,192920.4375,13.7779245376587,2.44942378997803,513344
KOR,"Republic of Korea",1982,209891.609375,14.1376667022705,2.50495982170105,563286.5625
KOR,"Republic of Korea",1983,237801.515625,14.2816343307495,2.56117534637451,623207.25
KOR,"Republic of Korea",1984,263014.90625,14.2529134750366,2.6001284122467,690320
KOR,"Republic of Korea",1985,280670.34375,14.8584451675415,2.63967394828796,760216.9375
KOR,"Republic of Korea",1986,325571.8125,15.4468660354614,2.6798210144043,842217.4375
KOR,"Republic of Korea",1987,374280.75,16.3407878875732,2.72057843208313,942229.1875
KOR,"Republic of Korea",1988,427239.8125,16.8906936645508,2.76195597648621,1055839.25
KOR,"Republic of Korea",1989,465860.03125,17.6004161834717,2.80396270751953,1187808.125
KOR,"Republic of Korea",1990,517734.6875,18.1285591125488,2.84660840034485,1358176.375
KOR,"Republic of Korea",1991,579309.5,18.6310806274414,2.87941026687622,1550892.875
KOR,"Republic of Korea",1992,625174.0625,18.9291553497314,2.91259026527405,1738294.625
KOR,"Republic of Korea",1993,683023.25,19.0914096832275,2.94615244865417,1937647.625
KOR,"Republic of Korea",1994,760514,19.6621131896973,2.9801013469696,2168441.75
KOR,"Republic of Korea",1995,847637.75,20.1925621032715,3.01444125175476,2428644.75
KOR,"Republic of Korea",1996,899581.3125,20.6085643768311,3.0491771697998,2703460
KOR,"Republic of Korea",1997,943046.4375,20.958532333374,3.08431339263916,2957999.75
KOR,"Republic of Korea",1998,891952.25,19.6817684173584,3.11985421180725,3114016.75
KOR,"Republic of Korea",1999,980609.625,20.023286819458,3.15580463409424,3293587.5
KOR,"Republic of Korea",2000,1041547.25,20.8515396118164,3.1921694278717,3510866
KOR,"Republic of Korea",2001,1085336.5,21.2437801361084,3.21872901916504,3719938.75
